DaysBeingCustomer,Recency,Age,Income,Education,Marital_Status,Kids,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumStorePurchases,NumCatalogPurchases,NumWebPurchases,NumWebVisitsMonth,TotalProductsL2Y,TotalPurchasesL2Y,AvgProductsPerTrip,SharePurchasesOnDeal
522,75,43,22804.0,Graduate,Single,1,14,1,7,2,1,1,1,2,0,2,9,26,4,6.5,25.0
402,8,24,73687.0,Graduate,Married,0,559,153,503,218,13,181,1,9,9,3,2,1627,21,77.5,4.8
870,37,56,61074.0,Graduate,Married,1,789,0,133,0,28,152,7,8,5,11,7,1102,24,45.9,29.2
243,31,50,31686.0,Postgraduate,Married,2,11,0,5,0,0,1,2,3,0,1,6,17,4,4.2,50.0
594,40,42,80134.0,Graduate,Married,1,1218,16,272,104,0,80,2,6,3,5,6,1690,14,120.7,14.3
490,74,61,75027.0,Graduate,Married,1,925,64,179,133,12,77,2,6,4,9,5,1390,19,73.2,10.5
856,90,26,67546.0,Postgraduate,Married,0,864,134,768,150,38,172,1,5,10,4,3,2126,19,111.9,5.3
797,57,45,65176.0,Postgraduate,Together,1,960,28,183,220,70,70,4,6,6,9,6,1531,21,72.9,19.0
475,59,39,31160.0,Postgraduate,Single,1,16,3,25,6,1,13,2,3,0,2,8,64,5,12.8,40.0
434,52,29,29938.0,Graduate,Single,1,3,3,7,0,2,11,2,3,0,1,6,26,4,6.5,50.0
610,5,40,102692.0,Graduate,Divorced,0,168,148,444,32,172,148,1,13,9,6,2,1112,28,39.7,3.6
834,92,56,26490.0,Undergraduate,Together,0,45,47,52,21,20,25,2,5,1,3,6,210,9,23.3,22.2
858,77,47,75702.0,Graduate,Together,2,650,28,353,45,42,30,5,11,6,4,8,1148,21,54.7,23.8
813,35,40,30899.0,Postgraduate,Single,1,24,0,8,0,0,1,2,3,0,1,6,33,4,8.2,50.0
810,48,53,63342.0,Postgraduate,Together,1,918,21,118,13,10,21,3,5,3,8,6,1101,16,68.8,18.8
804,97,50,45989.0,Graduate,Single,1,138,33,87,28,24,12,4,7,2,3,3,322,12,26.8,33.3
638,95,50,18701.0,Graduate,Single,2,12,4,2,10,6,10,4,4,0,2,5,44,6,7.3,66.7
510,24,57,40737.0,Postgraduate,Single,3,11,0,4,0,0,2,1,2,0,1,8,17,3,5.7,33.3
816,60,35,15287.0,Graduate,Divorced,1,1,2,8,4,3,13,2,2,1,1,7,31,4,7.8,50.0
592,46,46,69674.0,Postgraduate,Divorced,2,554,41,215,11,0,24,3,10,2,10,5,845,22,38.4,13.6
201,85,44,44159.0,Postgraduate,Married,1,167,2,62,24,13,7,4,6,1,4,5,275,11,25.0,36.4
772,31,36,37717.0,Postgraduate,Married,1,9,0,6,4,1,5,1,2,0,1,9,25,3,8.3,33.3
673,9,62,43776.0,Postgraduate,Together,2,177,2,71,3,2,20,6,4,2,5,8,275,11,25.0,54.5
661,30,48,38179.0,Postgraduate,Married,2,38,4,22,4,2,20,4,3,1,3,7,90,7,12.9,57.1
192,47,51,80124.0,Graduate,Married,0,483,84,398,205,84,241,1,8,7,3,1,1495,18,83.1,5.6
811,70,44,38097.0,Postgraduate,Married,2,77,2,35,0,1,69,4,2,2,3,7,184,7,26.3,57.1
564,13,44,72940.0,Graduate,Married,0,182,74,298,162,149,116,1,6,3,3,1,981,12,81.8,8.3
634,11,44,22070.0,Graduate,Together,1,10,7,19,8,2,21,2,2,2,2,6,67,6,11.2,33.3
834,31,61,69267.0,Graduate,Single,0,778,44,499,95,73,146,2,5,4,3,7,1635,12,136.2,16.7
290,15,31,31788.0,Postgraduate,Single,1,16,7,23,0,8,6,3,4,0,3,5,60,7,8.6,42.9
277,2,39,61905.0,Postgraduate,Together,1,167,0,43,6,2,13,2,4,2,4,5,231,10,23.1,20.0
214,55,54,29315.0,Graduate,Married,2,13,2,14,8,7,4,4,4,0,2,6,48,6,8.0,66.7
581,38,51,33378.0,Graduate,Divorced,2,33,6,40,3,7,10,3,4,0,2,7,99,6,16.5,50.0
475,86,51,66313.0,Postgraduate,Together,1,625,7,99,10,22,7,2,12,3,6,4,770,21,36.7,9.5
717,56,58,60714.0,Graduate,Single,0,216,162,224,101,92,162,2,10,4,7,5,957,21,45.6,9.5
249,29,33,77882.0,Postgraduate,Together,0,68,129,396,188,22,15,1,5,3,3,1,818,11,74.4,9.1
699,30,28,69867.0,Postgraduate,Single,0,196,0,512,33,130,54,1,8,5,3,1,925,16,57.8,6.2
623,64,46,63841.0,Postgraduate,Divorced,1,635,15,100,20,7,131,1,9,3,9,6,908,21,43.2,4.8
428,46,33,24480.0,Undergraduate,Married,1,4,19,9,28,25,17,3,4,0,3,7,102,7,14.6,42.9
801,84,38,51369.0,Graduate,Together,1,297,7,79,0,11,182,2,4,2,8,8,576,14,41.1,14.3
856,20,68,37760.0,Graduate,Together,0,84,5,38,150,12,28,2,6,1,4,7,317,11,28.8,18.2
366,74,40,65640.0,Postgraduate,Together,1,204,7,149,20,15,66,1,8,1,5,2,461,14,32.9,7.1
262,18,39,44319.0,Postgraduate,Married,2,26,0,8,0,0,3,2,3,0,2,5,37,5,7.4,40.0
393,75,40,30631.0,Graduate,Married,1,15,6,20,4,5,20,1,2,1,3,7,70,6,11.7,16.7
705,17,62,75278.0,Graduate,Together,0,304,98,230,150,74,74,1,13,3,6,3,930,22,42.3,4.5
521,88,58,50898.0,Postgraduate,Together,2,285,28,242,55,114,135,13,12,2,6,5,859,20,43.0,65.0
30,19,48,79946.0,Graduate,Widow,0,395,183,565,166,141,28,1,5,11,5,3,1478,21,70.4,4.8
570,62,65,35416.0,Postgraduate,Divorced,0,248,3,81,4,3,51,3,5,1,7,8,390,13,30.0,23.1
637,11,30,32414.0,Undergraduate,Together,0,20,6,5,0,9,12,1,3,0,1,7,52,4,13.0,25.0
373,74,45,38361.0,Graduate,Together,1,39,0,56,20,8,14,3,3,1,3,7,137,7,19.6,42.9
795,32,34,82497.0,Graduate,Married,0,777,129,573,216,21,203,1,9,7,2,4,1919,18,106.6,5.6
354,76,43,16626.0,Graduate,Together,2,8,3,22,21,1,13,3,3,0,3,9,68,6,11.3,50.0
397,6,49,29672.0,Graduate,Together,2,9,1,3,0,4,8,1,3,0,0,6,25,3,8.3,33.3
864,62,62,55951.0,Postgraduate,Together,1,1241,0,80,0,13,40,3,11,6,3,8,1374,20,68.7,15.0
550,20,26,35388.0,Undergraduate,Divorced,1,6,4,7,4,3,8,1,3,0,1,7,32,4,8.0,25.0
721,43,28,42386.0,Postgraduate,Together,1,65,4,16,0,4,11,1,3,0,3,8,100,6,16.7,16.7
399,45,32,68627.0,Graduate,Single,0,395,15,263,60,54,38,1,6,3,2,1,825,11,75.0,9.1
293,34,49,57912.0,Postgraduate,Divorced,1,801,0,80,0,0,35,5,12,3,8,5,916,23,39.8,21.7
263,53,56,35246.0,Graduate,Divorced,2,36,0,12,2,2,10,4,3,1,3,5,62,7,8.9,57.1
390,44,58,58821.0,Undergraduate,Together,1,513,14,154,19,0,28,1,9,2,9,6,728,20,36.4,5.0
366,89,36,46377.0,Postgraduate,Married,1,37,0,46,4,3,0,1,3,1,2,4,90,6,15.0,16.7
266,43,26,39747.0,Graduate,Single,1,80,15,93,20,13,52,3,4,1,5,8,273,10,27.3,30.0
373,68,30,23976.0,Graduate,Together,1,14,1,21,2,3,25,3,3,1,3,7,66,7,9.4,42.9
647,44,53,80950.0,Postgraduate,Married,0,525,147,112,219,147,63,1,9,7,6,2,1213,22,55.1,4.5
838,64,48,27038.0,Graduate,Widow,0,1,26,25,17,23,15,1,3,0,3,9,107,6,17.8,16.7
246,85,67,77457.0,Graduate,Single,0,675,11,400,15,45,11,1,10,5,2,1,1157,17,68.1,5.9
452,93,50,64100.0,Postgraduate,Married,1,509,0,27,0,0,10,1,6,3,8,7,546,17,32.1,5.9
617,12,22,42670.0,Postgraduate,Together,0,154,2,46,20,4,15,1,4,2,4,4,241,10,24.1,10.0
351,86,38,12571.0,Graduate,Divorced,1,3,5,14,2,12,17,4,3,1,3,6,53,7,7.6,57.1
433,28,47,22574.0,Graduate,Married,3,25,0,8,2,0,2,2,3,0,2,7,37,5,7.4,40.0
669,69,25,52143.19977678572,Graduate,Married,0,861,138,461,60,30,61,1,12,5,6,3,1611,23,70.0,4.3
581,42,38,70893.0,Postgraduate,Single,0,768,44,561,77,44,14,1,10,6,6,3,1508,22,68.5,4.5
383,13,48,54198.0,Graduate,Married,2,185,0,28,3,2,17,6,6,1,3,4,235,10,23.5,60.0
62,86,58,28839.0,Postgraduate,Together,2,24,0,7,0,0,1,2,3,0,2,5,32,5,6.4,40.0
524,59,42,40321.0,Graduate,Married,2,44,4,21,6,0,27,2,3,0,3,7,102,6,17.0,33.3
873,30,29,66503.0,Graduate,Single,1,91,64,128,65,3,50,2,6,3,4,3,401,13,30.8,15.4
537,33,63,30833.0,Graduate,Married,2,11,0,7,3,1,6,2,3,0,1,5,28,4,7.0,50.0
499,67,44,52143.19977678572,Graduate,Single,3,738,20,172,52,50,20,6,10,3,2,7,1052,15,70.1,40.0
717,23,43,64795.0,Graduate,Married,1,412,5,119,38,29,77,3,12,3,3,2,680,18,37.8,16.7
727,81,40,34421.0,Graduate,Married,1,3,3,7,6,2,9,1,2,0,1,7,30,3,10.0,33.3
124,6,49,47025.0,Postgraduate,Divorced,2,16,0,3,0,0,1,1,2,0,1,7,20,3,6.7,33.3
551,41,53,64325.0,Postgraduate,Divorced,1,731,60,353,78,12,73,5,5,3,10,7,1307,18,72.6,27.8
429,78,61,40464.0,Graduate,Single,1,424,17,118,7,23,41,6,8,2,8,8,630,18,35.0,33.3
607,49,57,62187.0,Graduate,Married,0,792,0,275,45,45,126,1,5,8,4,3,1283,17,75.5,5.9
696,39,38,14849.0,Postgraduate,Divorced,1,21,2,28,3,2,9,3,4,0,2,8,65,6,10.8,50.0
542,3,30,27255.0,Graduate,Married,1,22,1,11,0,1,2,1,3,0,1,7,37,4,9.2,25.0
486,37,64,54432.0,Postgraduate,Married,3,33,0,5,0,0,0,1,3,0,1,4,38,4,9.5,25.0
690,22,28,29999.0,Postgraduate,Single,1,68,7,59,10,5,11,4,4,1,3,8,160,8,20.0,50.0
628,79,31,24072.0,Graduate,Single,1,9,1,6,3,0,4,1,2,0,1,8,23,3,7.7,33.3
421,46,25,33996.0,Postgraduate,Single,0,40,2,15,8,0,6,1,3,1,1,4,71,5,14.2,20.0
671,82,58,66334.0,Postgraduate,Married,1,909,11,218,0,0,23,2,5,3,9,5,1161,17,68.3,11.8
460,10,43,35178.0,Postgraduate,Married,1,23,1,13,2,2,18,1,2,1,1,7,59,4,14.8,25.0
553,51,31,22010.0,Graduate,Together,1,11,2,9,3,0,8,2,3,0,2,8,33,5,6.6,40.0
756,38,54,62204.0,Graduate,Divorced,2,317,46,247,151,46,139,1,12,5,4,3,946,21,45.0,4.8
936,10,46,75693.0,Graduate,Divorced,0,797,153,293,72,97,30,1,6,4,11,4,1442,21,68.7,4.8
754,14,42,30675.0,Graduate,Married,1,10,2,16,11,2,21,1,3,0,1,8,62,4,15.5,25.0
672,18,49,83003.0,Graduate,Together,0,856,61,570,40,25,122,1,8,6,7,3,1674,21,79.7,4.8
818,95,26,68655.0,Graduate,Single,0,456,19,832,75,118,38,1,11,5,4,3,1538,20,76.9,5.0
541,11,28,41411.0,Graduate,Divorced,0,37,32,38,11,3,18,1,4,1,2,6,139,7,19.9,14.3
772,65,45,55212.0,Postgraduate,Married,1,1103,0,45,0,0,34,3,11,2,4,8,1182,17,69.5,17.6
570,71,64,59292.0,Postgraduate,Together,1,378,14,68,19,14,14,2,8,5,3,3,507,16,31.7,12.5
507,13,41,27190.0,Undergraduate,Together,1,1,6,7,0,1,3,1,2,0,1,8,18,3,6.0,33.3
450,58,62,82623.0,Graduate,Divorced,0,204,34,204,172,153,173,1,4,9,2,1,940,15,62.7,6.7
560,65,49,44300.0,Graduate,Married,2,30,0,9,0,0,3,2,3,0,1,6,42,4,10.5,50.0
202,0,44,84835.0,Graduate,Divorced,0,189,104,379,111,189,218,1,6,4,4,1,1190,14,85.0,7.1
740,33,43,30372.0,Graduate,Widow,2,15,0,12,7,3,7,3,3,0,2,7,44,5,8.8,60.0
309,90,38,33181.0,Postgraduate,Married,1,9,0,3,0,0,4,1,2,0,1,6,16,3,5.3,33.3
383,95,57,71113.0,Graduate,Married,1,495,33,255,11,33,8,4,9,7,6,4,835,22,38.0,18.2
460,93,28,71952.0,Graduate,Married,1,656,80,455,52,107,93,2,8,4,8,4,1443,20,72.2,10.0
433,38,48,69759.0,Postgraduate,Single,0,452,20,514,13,30,0,3,5,6,4,3,1029,15,68.6,20.0
799,18,40,72099.0,Graduate,Married,0,546,91,410,119,0,22,1,10,4,3,1,1188,17,69.9,5.9
743,57,38,60000.0,Postgraduate,Single,1,1048,0,217,0,0,12,5,5,3,11,6,1277,19,67.2,26.3
401,45,36,38643.0,Graduate,Single,2,22,2,14,0,1,10,2,3,0,2,7,49,5,9.8,40.0
425,61,59,50737.0,Graduate,Married,1,78,0,11,0,0,10,1,4,0,2,6,99,6,16.5,16.7
753,6,45,68462.0,Postgraduate,Married,0,561,64,785,84,128,48,1,8,3,3,1,1670,14,119.3,7.1
502,65,71,65073.0,Postgraduate,Married,0,629,17,177,69,0,8,1,5,3,5,2,900,13,69.2,7.7
512,52,66,46681.0,Postgraduate,Together,2,269,15,69,15,19,38,2,4,6,4,5,425,14,30.4,14.3
828,87,57,78618.0,Graduate,Married,0,736,163,818,212,163,61,1,10,7,4,2,2153,21,102.5,4.8
288,38,45,62187.0,Postgraduate,Widow,1,512,0,83,0,0,41,3,10,2,6,4,636,18,35.3,16.7
314,53,36,28442.0,Graduate,Married,2,19,3,10,11,8,6,3,4,1,2,4,57,7,8.1,42.9
772,31,36,37717.0,Postgraduate,Married,1,9,0,6,4,1,5,1,2,0,1,9,25,3,8.3,33.3
737,67,47,51479.0,Graduate,Married,2,247,8,160,6,8,65,7,6,3,6,7,494,15,32.9,46.7
866,65,45,54803.0,Graduate,Single,1,404,0,92,28,27,142,2,9,2,6,4,693,17,40.8,11.8
597,64,54,79530.0,Graduate,Married,0,333,0,815,129,42,29,1,11,10,4,2,1348,25,53.9,4.0
659,82,38,31615.0,Graduate,Divorced,1,2,3,20,6,11,9,2,3,0,2,7,51,5,10.2,40.0
778,27,52,72025.0,Graduate,Together,0,833,33,549,151,133,233,1,8,3,4,3,1932,15,128.8,6.7
1088,63,39,52614.0,Postgraduate,Single,1,789,0,142,12,9,38,2,8,4,2,8,990,14,70.7,14.3
257,66,30,35684.0,Undergraduate,Married,1,10,4,7,0,6,3,1,3,0,1,6,30,4,7.5,25.0
798,69,39,48178.0,Graduate,Married,2,159,4,45,6,2,38,6,4,1,5,8,254,10,25.4,60.0
493,52,44,29548.0,Postgraduate,Single,1,7,1,6,3,1,11,1,2,1,1,4,29,4,7.2,25.0
784,45,48,63810.0,Graduate,Single,1,977,12,253,16,12,101,4,12,3,4,8,1371,19,72.2,21.1
561,2,42,38578.0,Postgraduate,Single,2,38,4,22,3,3,3,3,3,0,3,8,73,6,12.2,50.0
869,86,39,46098.0,Postgraduate,Single,2,57,0,27,0,0,36,4,2,2,3,8,120,7,17.1,57.1
657,23,44,22585.0,Graduate,Single,0,3,9,15,13,2,39,1,2,1,1,9,81,4,20.2,25.0
735,13,25,30279.0,Graduate,Single,1,10,4,14,4,4,1,1,3,0,1,8,37,4,9.2,25.0
693,14,53,66426.0,Postgraduate,Together,1,1043,24,97,32,24,157,2,10,5,3,6,1377,18,76.5,11.1
569,92,45,30822.0,Graduate,Single,1,3,9,13,2,12,12,1,3,0,1,7,51,4,12.8,25.0
521,38,45,33581.0,Postgraduate,Married,2,11,0,5,0,0,1,1,2,0,1,8,17,3,5.7,33.3
416,74,29,19986.0,Graduate,Married,1,3,6,5,0,2,6,1,3,0,0,7,22,3,7.3,33.3
753,14,60,27421.0,Graduate,Widow,0,43,12,96,78,40,55,3,6,1,4,7,324,11,29.5,27.3
865,94,41,35688.0,Undergraduate,Married,3,73,3,90,12,1,32,7,4,1,4,8,211,9,23.4,77.8
280,33,33,36143.0,Postgraduate,Single,1,12,0,1,0,0,6,1,2,1,0,3,19,3,6.3,33.3
599,32,43,10245.0,Graduate,Single,1,4,7,7,6,4,13,3,2,2,1,5,41,5,8.2,60.0
445,11,46,43795.0,Postgraduate,Together,1,314,11,53,4,3,107,3,4,3,7,7,492,14,35.1,21.4
969,78,54,63381.0,Graduate,Together,1,571,50,142,33,50,159,4,13,5,4,2,1005,22,45.7,18.2
857,56,65,38823.0,Graduate,Together,1,70,0,11,2,8,23,1,3,1,2,6,114,6,19.0,16.7
517,57,46,83664.0,Postgraduate,Divorced,2,866,21,151,28,21,86,3,12,2,2,5,1173,16,73.3,18.8
309,7,35,90300.0,Graduate,Together,0,594,134,786,33,134,57,0,8,6,5,1,1738,19,91.5,0.0
479,0,35,62499.0,Postgraduate,Together,1,140,4,61,0,13,4,2,6,1,3,4,222,10,22.2,20.0
274,66,21,74293.0,Graduate,Single,0,375,152,335,93,91,81,1,6,4,5,2,1127,15,75.1,6.7
626,86,68,51012.0,Postgraduate,Married,0,102,9,63,2,9,24,1,4,1,4,6,209,9,23.2,11.1
313,80,46,70777.0,Postgraduate,Married,1,554,35,113,0,7,78,3,12,3,5,3,787,20,39.4,15.0
573,56,23,68682.0,Postgraduate,Together,0,919,0,505,99,30,45,1,10,9,4,2,1598,23,69.5,4.3
841,18,43,43824.0,Graduate,Married,2,96,1,42,12,3,32,4,4,1,3,8,186,8,23.2,50.0
856,51,30,15345.0,Graduate,Together,1,5,2,16,3,2,19,2,2,1,1,8,47,4,11.8,50.0
741,71,27,23442.0,Graduate,Single,1,2,0,6,8,6,5,1,3,0,1,7,27,4,6.8,25.0
845,71,34,14515.0,Undergraduate,Together,1,6,4,9,6,36,35,4,3,2,2,7,96,7,13.7,57.1
652,80,58,31395.0,Undergraduate,Divorced,2,23,1,25,0,8,7,4,3,1,2,6,64,6,10.7,66.7
829,2,49,75276.0,Graduate,Together,0,610,105,125,137,42,21,1,9,4,9,5,1040,22,47.3,4.5
507,83,40,42373.0,Graduate,Single,2,67,5,61,3,8,19,5,5,1,2,5,163,8,20.4,62.5
427,29,54,30507.0,Graduate,Together,0,65,36,74,38,20,110,1,4,1,5,7,343,10,34.3,10.0
439,11,59,55521.0,Postgraduate,Single,3,416,0,26,0,0,4,9,6,3,6,7,446,15,29.7,60.0
120,55,49,48006.0,Graduate,Married,2,23,0,11,3,2,2,1,3,0,1,6,41,4,10.2,25.0
857,19,42,27213.0,Postgraduate,Single,1,19,3,26,10,9,3,3,4,0,2,8,70,6,11.7,50.0
219,1,43,65808.0,Postgraduate,Divorced,2,155,7,80,13,7,10,3,5,1,5,6,272,11,24.7,27.3
577,19,40,30351.0,Postgraduate,Together,1,14,0,24,3,3,2,1,2,0,3,9,46,5,9.2,20.0
809,28,51,50437.0,Graduate,Married,2,370,9,92,6,9,4,3,8,1,7,7,490,16,30.6,18.8
778,76,32,23616.0,Undergraduate,Single,1,4,22,11,3,7,32,2,3,0,3,8,79,6,13.2,33.3
845,50,38,53858.0,Graduate,Married,1,407,53,221,58,150,26,4,6,3,4,4,915,13,70.4,30.8
645,1,59,66465.0,Postgraduate,Married,1,1200,0,204,38,29,14,3,12,9,11,6,1485,32,46.4,9.4
865,90,27,46923.0,Graduate,Single,1,85,44,54,102,78,6,3,7,1,5,7,369,13,28.4,23.1
711,83,52,75072.0,Graduate,Together,1,583,34,309,0,22,125,2,8,4,5,3,1073,17,63.1,11.8
279,73,71,75865.0,Postgraduate,Married,0,483,0,591,156,0,12,1,10,5,3,1,1242,18,69.0,5.6
410,24,39,19789.0,Undergraduate,Together,1,2,5,9,28,6,28,3,3,1,2,5,78,6,13.0,50.0
324,11,20,80134.0,Graduate,Together,0,966,26,282,52,26,26,1,11,7,2,5,1378,20,68.9,5.0
681,33,33,91065.0,Graduate,Single,0,822,114,108,179,137,114,1,9,9,7,3,1474,25,59.0,4.0
611,4,43,49505.0,Postgraduate,Married,2,604,0,100,19,0,28,9,8,2,10,8,751,20,37.6,45.0
213,14,41,37401.0,Postgraduate,Married,1,19,3,19,3,1,3,2,3,0,2,7,48,5,9.6,40.0
227,30,31,30096.0,Graduate,Married,1,5,3,11,12,5,9,1,3,0,2,6,45,5,9.0,20.0
243,75,32,18492.0,Postgraduate,Together,1,2,2,2,2,1,1,1,2,0,1,8,10,3,3.3,33.3
638,26,40,82584.0,Postgraduate,Married,0,1076,68,103,29,91,68,1,8,4,3,1,1435,15,95.7,6.7
631,77,73,93027.0,Postgraduate,Married,0,1285,42,716,55,0,21,0,5,10,7,2,2119,22,96.3,0.0
632,8,61,48686.0,Graduate,Married,3,10,0,7,2,0,1,1,2,0,1,8,20,3,6.7,33.3
255,42,28,92910.0,Graduate,Married,0,551,137,792,179,103,33,1,13,7,6,1,1795,26,69.0,3.8
245,28,25,75433.0,Graduate,Married,1,800,0,297,0,34,57,2,10,5,2,6,1188,17,69.9,11.8
274,52,25,10404.0,Undergraduate,Together,1,2,2,11,10,6,12,2,4,0,1,5,43,5,8.6,40.0
619,1,46,61314.0,Graduate,Married,1,378,0,189,97,172,172,2,12,5,5,3,1008,22,45.8,9.1
486,1,53,84865.0,Postgraduate,Single,0,1248,16,349,43,16,16,1,9,4,2,4,1688,15,112.5,6.7
797,42,25,42387.0,Graduate,Married,1,235,0,235,19,4,191,5,7,1,8,8,684,16,42.8,31.2
711,76,47,67309.0,Undergraduate,Together,2,515,47,181,149,95,95,15,9,6,9,7,1082,24,45.1,62.5
405,27,50,75236.0,Graduate,Married,1,438,66,400,12,38,114,1,13,3,8,4,1068,24,44.5,4.2
336,28,44,30015.0,Graduate,Single,1,25,0,22,2,3,5,2,4,0,1,5,57,5,11.4,40.0
562,49,58,50943.0,Postgraduate,Together,1,31,0,7,2,0,6,1,3,0,1,5,46,4,11.5,25.0
379,12,48,67272.0,Graduate,Divorced,1,357,35,271,28,28,14,3,12,2,6,5,733,20,36.6,15.0
544,14,65,51529.0,Postgraduate,Widow,1,400,4,35,6,0,22,2,5,1,9,8,467,15,31.1,13.3
500,89,43,32011.0,Postgraduate,Married,1,99,0,15,2,1,5,3,4,1,2,7,122,7,17.4,42.9
551,96,28,7500.0,Undergraduate,Married,1,1,11,5,4,6,9,2,3,0,2,8,36,5,7.2,40.0
637,56,25,28691.0,Graduate,Married,1,5,4,13,8,0,4,1,3,0,1,8,34,4,8.5,25.0
380,72,66,56223.0,Postgraduate,Married,1,77,28,31,16,0,4,2,5,1,2,4,156,8,19.5,25.0
575,14,68,18100.0,Graduate,Married,0,3,1,2,4,3,1,1,3,0,0,5,14,3,4.7,33.3
735,13,25,30279.0,Graduate,Single,1,10,4,14,4,4,1,1,3,0,1,8,37,4,9.2,25.0
293,99,40,20130.0,Undergraduate,Married,0,0,6,3,7,6,12,1,3,0,1,8,34,4,8.5,25.0
540,72,55,23295.0,Graduate,Divorced,0,0,0,1,2,12,5,1,2,0,1,8,20,3,6.7,33.3
481,92,42,42618.0,Postgraduate,Divorced,1,76,14,74,13,5,10,2,4,0,5,8,192,9,21.3,22.2
371,87,50,81246.0,Graduate,Single,0,398,190,537,61,156,37,1,7,5,4,1,1379,16,86.2,6.2
485,7,38,24027.0,Graduate,Married,1,14,7,11,11,0,5,2,3,0,2,8,48,5,9.6,40.0
378,91,61,55707.0,Postgraduate,Married,1,208,7,82,30,66,35,2,9,2,3,3,428,14,30.6,14.3
698,71,59,57959.0,Graduate,Single,1,430,16,322,43,24,33,5,11,7,4,3,868,22,39.5,22.7
687,24,45,56796.0,Graduate,Married,1,656,38,161,62,47,37,3,7,9,8,7,1001,24,41.7,12.5
444,17,43,36230.0,Postgraduate,Single,1,14,2,30,8,2,3,1,4,0,2,5,59,6,9.8,16.7
722,87,34,70829.0,Undergraduate,Married,2,141,70,106,72,19,23,2,8,2,4,3,431,14,30.8,14.3
909,21,38,65991.0,Graduate,Married,1,507,19,364,25,47,9,3,10,5,9,7,971,24,40.5,12.5
867,90,42,38988.0,Graduate,Married,3,164,24,103,12,3,42,7,6,1,5,8,348,12,29.0,58.3
841,44,48,89572.0,Undergraduate,Single,0,606,24,974,197,194,64,1,9,7,7,4,2059,23,89.5,4.3
730,71,30,42207.0,Postgraduate,Married,1,116,11,72,3,17,46,4,5,1,4,6,265,10,26.5,40.0
224,52,62,50300.0,Graduate,Married,1,143,15,60,24,23,5,2,8,1,2,2,270,11,24.5,18.2
831,78,32,66664.0,Undergraduate,Together,0,398,96,447,220,96,32,1,6,7,5,3,1289,18,71.6,5.6
368,2,50,60597.0,Graduate,Married,1,522,0,257,32,16,66,4,8,2,2,7,893,12,74.4,33.3
469,60,65,70165.0,Graduate,Widow,0,161,0,253,199,191,122,1,11,7,3,1,926,21,44.1,4.8
341,25,56,50520.0,Postgraduate,Widow,1,112,0,6,2,1,14,2,3,1,3,6,135,7,19.3,28.6
192,47,51,80124.0,Graduate,Married,0,483,84,398,205,84,241,1,8,7,3,1,1495,18,83.1,5.6
314,46,39,33183.0,Graduate,Married,1,7,5,39,17,15,37,2,3,0,4,7,120,7,17.1,28.6
307,83,45,66582.0,Postgraduate,Single,0,789,25,420,16,38,0,1,9,8,2,1,1288,19,67.8,5.3
621,17,59,75261.0,Postgraduate,Together,0,1239,17,413,23,34,17,1,5,6,5,2,1743,16,108.9,6.2
795,13,44,31880.0,Graduate,Widow,1,4,1,5,2,0,3,1,2,0,1,8,15,3,5.0,33.3
215,86,63,53790.0,Graduate,Married,2,335,42,127,28,5,5,3,8,2,7,6,542,17,31.9,17.6
872,92,43,49269.0,Postgraduate,Together,1,639,8,166,11,8,58,3,12,3,7,7,890,22,40.5,13.6
648,47,39,61456.0,Graduate,Married,1,563,76,384,84,192,89,4,13,10,6,4,1388,29,47.9,13.8
451,18,34,37406.0,Graduate,Married,1,2,0,8,2,2,3,1,2,0,1,8,17,3,5.7,33.3
1001,81,33,56937.0,Postgraduate,Together,1,746,8,125,11,8,8,7,9,6,8,6,906,23,39.4,30.4
702,91,36,38415.0,Graduate,Married,2,22,1,13,4,0,4,2,3,0,1,7,44,4,11.0,50.0
231,58,26,20518.0,Graduate,Single,1,4,1,6,4,1,9,1,2,1,1,5,25,4,6.2,25.0
685,40,58,62503.0,Graduate,Married,1,478,0,193,110,75,117,4,11,3,8,5,973,22,44.2,18.2
121,67,42,41644.0,Postgraduate,Single,2,20,3,4,2,0,2,2,3,0,1,3,31,4,7.8,50.0
226,19,37,55842.0,Postgraduate,Married,1,451,0,39,0,4,24,1,8,1,7,5,518,16,32.4,6.2
803,93,42,62010.0,Postgraduate,Married,1,371,22,39,6,0,92,4,7,2,6,5,530,15,35.3,26.7
795,41,37,41124.0,Graduate,Married,1,281,7,84,15,0,119,7,4,3,7,8,506,14,36.1,50.0
370,60,41,38961.0,Postgraduate,Married,1,19,7,19,0,1,24,1,2,1,2,7,70,5,14.0,20.0
422,54,42,37760.0,Postgraduate,Divorced,1,26,3,13,2,10,0,1,3,0,2,6,54,5,10.8,20.0
868,26,40,32233.0,Graduate,Single,1,138,15,35,25,11,72,2,2,2,6,9,296,10,29.6,20.0
431,30,39,43057.0,Graduate,Married,1,213,2,44,0,2,5,4,5,2,4,5,266,11,24.2,36.4
816,93,54,83151.0,Postgraduate,Together,0,407,28,100,120,74,18,1,4,9,5,3,747,18,41.5,5.6
842,35,50,78825.0,Postgraduate,Divorced,0,483,74,114,169,37,18,1,13,10,5,3,895,28,32.0,3.6
416,4,38,65104.0,Postgraduate,Together,1,738,0,232,13,20,50,2,7,5,3,7,1053,15,70.2,13.3
